Feedback_ID,Customer_ID,Date_Submitted,Feedback_Text,Satisfaction_Score,Contacted_Agent,Referred_Claim,Unmatched_Customer_Flag
FDB90676,CUST11832,2020-03-24,Frustrated with repeated documentation requests.,1,No,No,No
FDB90677,CUST11937,2023-02-03,The agent was helpful and explained everything.,5,Yes,No,No
FDB90678,,2020-07-15,Need more clarity on policy coverage.,2,No,Yes,Yes
FDB90679,CUST10372,2023-11-07,I'm not happy with the premium charged.,1,No,No,No
FDB90680,CUST10969,2023-01-29,Need more clarity on policy coverage.,2,No,Yes,No
FDB90681,CUST11862,2023-02-09,Excellent customer service support.,5,No,Yes,No
FDB90682,CUST11440,2020-03-16,I'm not happy with the premium charged.,1,Yes,Yes,No
FDB90683,CUST10244,2022-04-15,Had to wait too long for claim approval.,1,No,No,No
FDB90684,CUST12149,2022-05-10,Had to wait too long for claim approval.,1,No,No,No
FDB90685,CUST10428,2022-05-03,Had to wait too long for claim approval.,1,Yes,No,No
FDB90686,CUST11587,2021-01-06,The agent was helpful and explained everything.,4,Yes,No,No
FDB90687,CUST10502,2022-11-12,I'm not happy with the premium charged.,3,Yes,Yes,No
FDB90688,,2023-05-06,Excellent customer service support.,5,Yes,Yes,Yes
FDB90689,CUST12442,2021-12-10,I'm not happy with the premium charged.,1,Yes,Yes,No
FDB90690,,2021-10-07,Had to wait too long for claim approval.,2,Yes,No,Yes
FDB90691,,2023-04-06,Frustrated with repeated documentation requests.,1,Yes,No,Yes
FDB90692,CUST10817,2021-02-07,Frustrated with repeated documentation requests.,3,No,Yes,No
FDB90693,CUST10803,2020-09-18,Excellent customer service support.,4,Yes,Yes,No
FDB90694,CUST11530,2021-03-26,Need more clarity on policy coverage.,3,Yes,No,No
FDB90695,CUST11232,2020-04-09,Had to wait too long for claim approval.,2,Yes,Yes,No
FDB90696,,2021-01-14,The agent was helpful and explained everything.,4,Yes,Yes,Yes
FDB90697,,2022-12-11,Frustrated with repeated documentation requests.,1,Yes,Yes,Yes
FDB90698,,2020-06-27,Had to wait too long for claim approval.,1,Yes,No,Yes
FDB90699,CUST12201,2023-10-29,I'm not happy with the premium charged.,3,No,No,No
FDB90700,CUST11267,2020-05-03,Had to wait too long for claim approval.,1,Yes,Yes,No
FDB90701,,2021-07-12,Frustrated with repeated documentation requests.,3,No,Yes,Yes
FDB90702,,2023-12-12,Very satisfied with the claim process.,5,Yes,Yes,Yes
FDB90703,CUST10884,2020-05-16,Claim process could be faster.,2,No,Yes,No
FDB90704,CUST12024,2020-02-27,Need more clarity on policy coverage.,3,No,Yes,No
FDB90705,,2021-10-23,The agent was helpful and explained everything.,4,Yes,No,Yes
FDB90706,CUST10173,2020-11-26,The agent was helpful and explained everything.,4,No,Yes,No
FDB90707,CUST10346,2020-12-07,The agent was helpful and explained everything.,4,No,No,No
FDB90708,CUST11619,2022-03-20,Very satisfied with the claim process.,4,No,Yes,No
FDB90709,CUST12369,2020-04-22,I'm not happy with the premium charged.,3,No,Yes,No
FDB90710,,2022-06-17,The mobile app experience was intuitive.,3,Yes,No,Yes
FDB90711,CUST10691,2022-10-06,Claim process could be faster.,2,Yes,Yes,No
FDB90712,CUST12053,2022-01-27,Very satisfied with the claim process.,5,Yes,No,No
FDB90713,CUST11478,2022-02-20,The agent was helpful and explained everything.,5,Yes,No,No
FDB90714,,2020-05-11,Need more clarity on policy coverage.,2,Yes,No,Yes
FDB90715,CUST11224,2021-08-28,The mobile app experience was intuitive.,3,Yes,No,No
FDB90716,CUST10663,2020-11-22,Claim process could be faster.,2,No,No,No
FDB90717,CUST12242,2021-01-13,I'm not happy with the premium charged.,2,No,No,No
FDB90718,CUST10018,2021-12-25,Claim process could be faster.,2,Yes,Yes,No
FDB90719,,2023-09-14,I'm not happy with the premium charged.,3,No,No,Yes
FDB90720,CUST11710,2023-03-28,Need more clarity on policy coverage.,1,Yes,No,No
FDB90721,CUST10726,2021-12-30,The mobile app experience was intuitive.,3,No,Yes,No
FDB90722,CUST12314,2020-03-12,Excellent customer service support.,5,No,No,No
FDB90723,CUST12048,2020-05-29,The mobile app experience was intuitive.,5,Yes,No,No
FDB90724,,2022-08-31,Need more clarity on policy coverage.,2,Yes,No,Yes
FDB90725,,2022-07-13,Very satisfied with the claim process.,5,No,No,Yes
FDB90726,CUST10462,2020-09-26,Excellent customer service support.,5,No,Yes,No
FDB90727,CUST10863,2020-07-30,Very satisfied with the claim process.,5,Yes,No,No
FDB90728,CUST10616,2021-05-26,Had to wait too long for claim approval.,1,Yes,No,No
FDB90729,CUST11785,2021-12-15,I'm not happy with the premium charged.,3,Yes,No,No
FDB90730,,2022-10-22,The mobile app experience was intuitive.,3,Yes,No,Yes
FDB90731,CUST10946,2023-01-03,Claim process could be faster.,3,Yes,Yes,No
FDB90732,,2023-02-23,Frustrated with repeated documentation requests.,3,No,Yes,Yes
FDB90733,,2020-05-07,Excellent customer service support.,4,No,Yes,Yes
FDB90734,CUST11802,2021-11-01,Smooth experience with no issues.,5,No,Yes,No
FDB90735,,2022-12-10,Frustrated with repeated documentation requests.,2,Yes,No,Yes
FDB90736,,2021-04-30,Smooth experience with no issues.,5,No,No,Yes
FDB90737,CUST10652,2022-03-29,Excellent customer service support.,4,No,Yes,No
FDB90738,CUST11497,2023-05-07,Excellent customer service support.,4,No,Yes,No
FDB90739,CUST12212,2021-04-12,Claim process could be faster.,2,Yes,Yes,No
FDB90740,CUST11761,2020-06-11,Smooth experience with no issues.,5,No,No,No
FDB90741,CUST12214,2022-08-04,Had to wait too long for claim approval.,1,No,No,No
FDB90742,,2021-01-24,Frustrated with repeated documentation requests.,1,No,No,Yes
FDB90743,,2020-02-17,The agent was helpful and explained everything.,5,Yes,Yes,Yes
FDB90744,,2020-08-26,I'm not happy with the premium charged.,1,Yes,No,Yes
FDB90745,,2020-05-18,The mobile app experience was intuitive.,4,No,No,Yes
FDB90746,CUST10794,2023-03-31,The mobile app experience was intuitive.,5,Yes,Yes,No
FDB90747,,2022-07-12,Very satisfied with the claim process.,4,No,Yes,Yes
FDB90748,,2021-09-03,Need more clarity on policy coverage.,3,Yes,Yes,Yes
FDB90749,,2022-04-29,Claim process could be faster.,2,Yes,No,Yes
FDB90750,,2022-04-16,Very satisfied with the claim process.,5,No,No,Yes
FDB90751,CUST12154,2020-01-04,Very satisfied with the claim process.,5,No,Yes,No
FDB90752,,2022-01-27,Had to wait too long for claim approval.,2,Yes,No,Yes
FDB90753,,2023-07-31,I'm not happy with the premium charged.,2,No,Yes,Yes
FDB90754,,2020-01-23,Frustrated with repeated documentation requests.,3,No,Yes,Yes
FDB90755,,2020-12-21,Claim process could be faster.,2,No,Yes,Yes
FDB90756,CUST11161,2022-10-12,Excellent customer service support.,4,No,Yes,No
FDB90757,,2023-03-13,I'm not happy with the premium charged.,2,No,Yes,Yes
FDB90758,,2021-11-04,Very satisfied with the claim process.,4,Yes,Yes,Yes
FDB90759,,2023-10-14,Very satisfied with the claim process.,4,Yes,No,Yes
FDB90760,CUST10033,2021-07-31,The agent was helpful and explained everything.,5,No,Yes,No
FDB90761,CUST11302,2021-10-12,Smooth experience with no issues.,5,Yes,Yes,No
FDB90762,CUST11619,2021-05-23,I'm not happy with the premium charged.,1,No,No,No
FDB90763,CUST11431,2020-09-03,Smooth experience with no issues.,5,No,No,No
FDB90764,CUST10151,2021-03-22,Need more clarity on policy coverage.,1,No,Yes,No
FDB90765,,2023-12-20,Need more clarity on policy coverage.,3,Yes,Yes,Yes
FDB90766,,2023-02-10,Frustrated with repeated documentation requests.,2,Yes,Yes,Yes
FDB90767,CUST12105,2020-04-23,Excellent customer service support.,4,Yes,Yes,No
FDB90768,CUST10663,2020-08-08,Very satisfied with the claim process.,4,No,Yes,No
FDB90769,,2020-04-08,Excellent customer service support.,4,No,No,Yes
FDB90770,CUST12312,2022-01-17,Frustrated with repeated documentation requests.,3,No,No,No
FDB90771,CUST12207,2022-11-01,Frustrated with repeated documentation requests.,1,No,No,No
FDB90772,CUST12047,2020-02-02,Had to wait too long for claim approval.,2,Yes,No,No
FDB90773,CUST10218,2021-05-16,Claim process could be faster.,3,No,No,No
FDB90774,,2023-08-10,The mobile app experience was intuitive.,4,No,Yes,Yes
FDB90775,,2023-07-19,I'm not happy with the premium charged.,1,No,Yes,Yes
FDB90776,CUST12150,2023-07-20,The agent was helpful and explained everything.,4,Yes,No,No
FDB90777,CUST10468,2020-06-09,The mobile app experience was intuitive.,3,Yes,No,No
FDB90778,,2023-06-21,Frustrated with repeated documentation requests.,1,Yes,Yes,Yes
FDB90779,,2020-08-14,Excellent customer service support.,5,No,No,Yes
FDB90780,CUST10575,2022-11-04,Need more clarity on policy coverage.,3,Yes,Yes,No
FDB90781,CUST11163,2020-02-14,Frustrated with repeated documentation requests.,2,No,Yes,No
FDB90782,CUST12497,2020-09-27,Frustrated with repeated documentation requests.,1,No,No,No
FDB90783,,2021-12-05,Very satisfied with the claim process.,5,No,Yes,Yes
FDB90784,CUST11871,2023-10-04,Claim process could be faster.,2,No,Yes,No
FDB90785,CUST10433,2020-04-29,Excellent customer service support.,5,Yes,No,No
FDB90786,CUST10957,2021-02-28,Smooth experience with no issues.,5,No,Yes,No
FDB90787,,2023-11-09,Had to wait too long for claim approval.,2,No,Yes,Yes
FDB90788,,2022-07-15,Very satisfied with the claim process.,5,Yes,No,Yes
FDB90789,,2022-02-12,Need more clarity on policy coverage.,2,Yes,No,Yes
FDB90790,CUST10774,2020-01-03,Frustrated with repeated documentation requests.,3,Yes,Yes,No
FDB90791,CUST12204,2022-11-30,The mobile app experience was intuitive.,4,Yes,Yes,No
FDB90792,CUST10752,2022-08-15,Very satisfied with the claim process.,4,Yes,No,No
FDB90793,,2021-04-22,Need more clarity on policy coverage.,2,No,Yes,Yes
FDB90794,CUST11036,2020-09-27,The agent was helpful and explained everything.,4,No,Yes,No
FDB90795,CUST10457,2022-07-29,The mobile app experience was intuitive.,5,Yes,Yes,No
FDB90796,CUST12488,2022-04-14,Smooth experience with no issues.,5,Yes,Yes,No
FDB90797,CUST10647,2022-08-29,Smooth experience with no issues.,5,No,Yes,No
FDB90798,CUST10805,2020-07-27,The agent was helpful and explained everything.,4,Yes,No,No
FDB90799,,2022-01-14,Had to wait too long for claim approval.,2,Yes,Yes,Yes
FDB90800,CUST11502,2022-10-05,The agent was helpful and explained everything.,5,Yes,Yes,No
FDB90801,CUST11146,2020-10-02,Excellent customer service support.,5,Yes,No,No
FDB90802,CUST11414,2022-04-04,The agent was helpful and explained everything.,4,No,No,No
FDB90803,CUST10510,2022-01-01,Excellent customer service support.,5,No,No,No
FDB90804,,2020-03-07,The mobile app experience was intuitive.,4,No,Yes,Yes
FDB90805,CUST10363,2023-08-13,Claim process could be faster.,2,Yes,Yes,No
FDB90806,,2023-04-09,Frustrated with repeated documentation requests.,2,No,Yes,Yes
FDB90807,CUST11923,2022-01-13,Excellent customer service support.,5,No,No,No
FDB90808,,2020-06-10,The agent was helpful and explained everything.,4,Yes,No,Yes
FDB90809,CUST11035,2022-06-04,Claim process could be faster.,3,No,Yes,No
FDB90810,,2022-08-29,Need more clarity on policy coverage.,2,Yes,Yes,Yes
FDB90811,CUST10889,2023-11-25,I'm not happy with the premium charged.,1,Yes,Yes,No
FDB90812,,2022-12-12,Claim process could be faster.,3,Yes,Yes,Yes
FDB90813,CUST11470,2023-03-27,Had to wait too long for claim approval.,1,No,No,No
FDB90814,,2020-12-27,Frustrated with repeated documentation requests.,3,Yes,Yes,Yes
FDB90815,,2023-08-10,Frustrated with repeated documentation requests.,1,Yes,Yes,Yes
FDB90816,,2023-08-07,Need more clarity on policy coverage.,1,Yes,Yes,Yes
FDB90817,CUST11925,2022-11-29,Excellent customer service support.,5,No,No,No
FDB90818,CUST11527,2022-10-09,Claim process could be faster.,2,Yes,No,No
FDB90819,CUST11726,2021-07-25,Frustrated with repeated documentation requests.,2,No,No,No
FDB90820,,2021-08-16,I'm not happy with the premium charged.,1,No,No,Yes
FDB90821,CUST11644,2022-01-18,The agent was helpful and explained everything.,5,No,No,No
FDB90822,CUST10442,2022-09-01,The mobile app experience was intuitive.,4,Yes,No,No
FDB90823,,2021-06-17,Excellent customer service support.,4,Yes,Yes,Yes
FDB90824,,2022-09-06,The mobile app experience was intuitive.,3,No,Yes,Yes
FDB90825,CUST11278,2022-02-27,Frustrated with repeated documentation requests.,1,No,No,No
FDB90826,CUST11325,2023-08-16,Smooth experience with no issues.,4,Yes,No,No
FDB90827,CUST10480,2021-07-11,I'm not happy with the premium charged.,1,No,Yes,No
FDB90828,CUST10542,2020-12-09,Very satisfied with the claim process.,5,No,No,No
FDB90829,CUST11561,2020-08-24,Smooth experience with no issues.,5,Yes,Yes,No
FDB90830,CUST10204,2021-04-20,Very satisfied with the claim process.,5,Yes,No,No
FDB90831,,2023-01-04,The mobile app experience was intuitive.,3,Yes,No,Yes
FDB90832,CUST10550,2021-07-06,The mobile app experience was intuitive.,3,Yes,Yes,No
FDB90833,CUST11499,2023-07-31,Claim process could be faster.,3,No,No,No
FDB90834,,2021-02-09,Frustrated with repeated documentation requests.,2,Yes,Yes,Yes
FDB90835,CUST11858,2023-02-02,Claim process could be faster.,2,No,No,No
FDB90836,,2022-01-12,Claim process could be faster.,2,No,Yes,Yes
FDB90837,,2022-11-16,Claim process could be faster.,3,Yes,No,Yes
FDB90838,,2023-10-30,Excellent customer service support.,5,Yes,Yes,Yes
FDB90839,CUST10524,2020-01-09,The mobile app experience was intuitive.,5,Yes,No,No
FDB90840,,2020-04-03,Excellent customer service support.,5,Yes,No,Yes
FDB90841,CUST10958,2023-05-17,The agent was helpful and explained everything.,5,Yes,No,No
FDB90842,,2022-11-12,Frustrated with repeated documentation requests.,1,Yes,Yes,Yes
FDB90843,CUST12245,2022-10-17,Excellent customer service support.,4,Yes,No,No
FDB90844,CUST11050,2023-02-25,Had to wait too long for claim approval.,1,No,Yes,No
FDB90845,CUST11264,2020-10-07,The mobile app experience was intuitive.,3,No,Yes,No
FDB90846,,2021-09-20,Excellent customer service support.,4,Yes,No,Yes
FDB90847,,2021-08-08,Smooth experience with no issues.,5,No,Yes,Yes
FDB90848,,2021-12-12,The agent was helpful and explained everything.,5,Yes,No,Yes
FDB90849,CUST11075,2020-05-27,Very satisfied with the claim process.,4,No,No,No
FDB90850,,2021-08-22,Need more clarity on policy coverage.,1,Yes,No,Yes
FDB90851,,2020-08-23,Frustrated with repeated documentation requests.,3,No,Yes,Yes
FDB90852,,2022-09-21,Had to wait too long for claim approval.,2,Yes,Yes,Yes
FDB90853,,2021-01-31,Need more clarity on policy coverage.,1,No,Yes,Yes
FDB90854,CUST10064,2023-04-15,The mobile app experience was intuitive.,3,Yes,Yes,No
FDB90855,CUST10891,2022-10-25,Had to wait too long for claim approval.,1,Yes,Yes,No
FDB90856,,2021-07-23,The mobile app experience was intuitive.,4,Yes,Yes,Yes
FDB90857,,2021-04-02,Frustrated with repeated documentation requests.,2,Yes,No,Yes
FDB90858,,2021-03-10,Had to wait too long for claim approval.,2,Yes,Yes,Yes
FDB90859,,2020-03-25,Frustrated with repeated documentation requests.,2,Yes,No,Yes
FDB90860,,2020-10-10,Excellent customer service support.,5,No,No,Yes
FDB90861,,2022-09-12,Had to wait too long for claim approval.,2,Yes,Yes,Yes
FDB90862,CUST11659,2021-08-09,Had to wait too long for claim approval.,2,No,Yes,No
FDB90863,CUST12278,2023-08-07,The mobile app experience was intuitive.,3,Yes,Yes,No
FDB90864,,2020-11-20,Smooth experience with no issues.,4,No,Yes,Yes
FDB90865,CUST10800,2020-10-05,I'm not happy with the premium charged.,1,Yes,No,No
FDB90866,CUST11918,2020-07-24,Need more clarity on policy coverage.,2,No,No,No
FDB90867,,2021-09-17,The mobile app experience was intuitive.,3,No,Yes,Yes
FDB90868,CUST10186,2020-02-21,Frustrated with repeated documentation requests.,1,Yes,Yes,No
FDB90869,CUST11973,2021-08-14,Claim process could be faster.,2,Yes,No,No
FDB90870,CUST11951,2023-05-12,The agent was helpful and explained everything.,4,No,Yes,No
FDB90871,CUST10881,2022-10-05,Need more clarity on policy coverage.,3,No,Yes,No
FDB90872,CUST12136,2020-11-01,Had to wait too long for claim approval.,1,Yes,Yes,No
FDB90873,,2021-06-20,Claim process could be faster.,3,Yes,Yes,Yes
FDB90874,CUST11825,2023-06-05,Claim process could be faster.,2,Yes,No,No
FDB90875,CUST12485,2022-12-28,Frustrated with repeated documentation requests.,2,No,Yes,No
FDB90876,CUST11434,2021-12-04,Smooth experience with no issues.,5,No,No,No
FDB90877,CUST11357,2021-09-18,Smooth experience with no issues.,5,Yes,No,No
FDB90878,,2020-10-27,I'm not happy with the premium charged.,2,No,Yes,Yes
FDB90879,CUST10703,2021-02-22,Had to wait too long for claim approval.,1,No,Yes,No
FDB90880,,2023-10-11,I'm not happy with the premium charged.,2,No,No,Yes
FDB90881,,2023-07-19,Frustrated with repeated documentation requests.,3,Yes,No,Yes
FDB90882,CUST12007,2020-07-08,The mobile app experience was intuitive.,4,Yes,Yes,No
FDB90883,,2022-03-08,The agent was helpful and explained everything.,4,No,Yes,Yes
FDB90884,,2022-05-10,The agent was helpful and explained everything.,4,No,No,Yes
FDB90885,,2022-06-29,Excellent customer service support.,5,No,No,Yes
FDB90886,CUST11386,2022-09-05,Very satisfied with the claim process.,5,Yes,No,No
FDB90887,,2023-06-28,The agent was helpful and explained everything.,5,Yes,Yes,Yes
FDB90888,,2021-04-20,I'm not happy with the premium charged.,1,No,No,Yes
FDB90889,CUST12163,2021-11-20,Had to wait too long for claim approval.,2,Yes,Yes,No
FDB90890,CUST12303,2023-02-02,I'm not happy with the premium charged.,2,No,Yes,No
FDB90891,CUST12040,2021-06-17,Very satisfied with the claim process.,4,Yes,Yes,No
FDB90892,,2021-01-29,I'm not happy with the premium charged.,2,Yes,Yes,Yes
FDB90893,CUST10938,2020-03-06,Had to wait too long for claim approval.,1,Yes,No,No
FDB90894,CUST10427,2020-12-24,I'm not happy with the premium charged.,3,Yes,No,No
FDB90895,CUST10119,2023-01-08,Very satisfied with the claim process.,5,No,No,No
FDB90896,CUST11334,2020-01-02,Excellent customer service support.,4,No,Yes,No
FDB90897,,2021-08-04,Claim process could be faster.,3,No,Yes,Yes
FDB90898,CUST10140,2021-10-02,Claim process could be faster.,3,No,Yes,No
FDB90899,,2023-07-03,Claim process could be faster.,2,No,Yes,Yes
FDB90900,CUST10100,2020-09-20,The agent was helpful and explained everything.,4,No,Yes,No
FDB90901,,2021-10-17,The mobile app experience was intuitive.,3,Yes,Yes,Yes
FDB90902,CUST10242,2022-01-25,Had to wait too long for claim approval.,2,Yes,Yes,No
FDB90903,,2023-05-27,Claim process could be faster.,3,No,No,Yes
FDB90904,CUST10758,2023-09-14,I'm not happy with the premium charged.,3,Yes,Yes,No
FDB90905,,2020-01-27,The agent was helpful and explained everything.,4,No,No,Yes
FDB90906,CUST10435,2020-12-17,I'm not happy with the premium charged.,1,Yes,No,No
FDB90907,CUST10899,2020-07-19,Claim process could be faster.,2,No,No,No
FDB90908,CUST11119,2020-05-31,Smooth experience with no issues.,4,No,Yes,No
FDB90909,CUST10135,2023-12-08,Excellent customer service support.,5,No,No,No
FDB90910,,2020-10-28,Need more clarity on policy coverage.,3,Yes,No,Yes
FDB90911,CUST10503,2022-08-25,Need more clarity on policy coverage.,3,Yes,No,No
FDB90912,CUST12260,2020-04-16,Claim process could be faster.,2,Yes,Yes,No
FDB90913,CUST11050,2020-01-07,Smooth experience with no issues.,5,Yes,Yes,No
FDB90914,CUST10652,2020-03-23,Had to wait too long for claim approval.,2,Yes,No,No
FDB90915,CUST11138,2020-06-14,I'm not happy with the premium charged.,3,Yes,No,No
FDB90916,CUST11907,2021-05-17,Claim process could be faster.,3,Yes,Yes,No
FDB90917,CUST11607,2023-02-25,Need more clarity on policy coverage.,1,Yes,Yes,No
FDB90918,CUST10311,2021-09-28,Had to wait too long for claim approval.,1,No,Yes,No
FDB90919,,2021-05-02,The mobile app experience was intuitive.,3,No,Yes,Yes
FDB90920,,2020-06-23,Excellent customer service support.,4,Yes,No,Yes
FDB90921,,2023-12-30,Had to wait too long for claim approval.,1,Yes,Yes,Yes
FDB90922,CUST12136,2020-03-21,Had to wait too long for claim approval.,1,Yes,No,No
FDB90923,,2022-04-29,The agent was helpful and explained everything.,4,Yes,No,Yes
FDB90924,CUST10965,2023-02-27,The mobile app experience was intuitive.,4,No,Yes,No
FDB90925,CUST12171,2023-12-03,Smooth experience with no issues.,4,Yes,No,No
FDB90926,,2022-04-10,Frustrated with repeated documentation requests.,3,No,Yes,Yes
FDB90927,CUST11904,2020-04-13,The agent was helpful and explained everything.,4,No,No,No
FDB90928,CUST11579,2023-05-07,I'm not happy with the premium charged.,1,No,Yes,No
FDB90929,CUST11996,2022-02-24,Had to wait too long for claim approval.,1,No,Yes,No
FDB90930,CUST10962,2020-06-11,Had to wait too long for claim approval.,2,No,No,No
FDB90931,,2020-01-27,Had to wait too long for claim approval.,2,No,No,Yes
FDB90932,,2021-04-12,Had to wait too long for claim approval.,1,Yes,No,Yes
FDB90933,CUST12308,2023-04-06,Need more clarity on policy coverage.,1,No,No,No
FDB90934,CUST11362,2020-06-19,Smooth experience with no issues.,4,No,No,No
FDB90935,,2022-04-30,Claim process could be faster.,2,Yes,Yes,Yes
FDB90936,,2022-06-12,Excellent customer service support.,4,No,No,Yes
FDB90937,,2020-03-04,I'm not happy with the premium charged.,3,No,Yes,Yes
FDB90938,,2020-11-07,Frustrated with repeated documentation requests.,1,No,No,Yes
FDB90939,CUST10769,2021-06-19,Need more clarity on policy coverage.,3,Yes,No,No
FDB90940,,2020-08-31,I'm not happy with the premium charged.,3,No,Yes,Yes
FDB90941,CUST12203,2022-11-17,The agent was helpful and explained everything.,4,Yes,Yes,No
FDB90942,CUST11036,2022-06-23,Had to wait too long for claim approval.,2,Yes,Yes,No
FDB90943,,2023-10-19,I'm not happy with the premium charged.,1,No,No,Yes
FDB90944,CUST10946,2021-07-14,Had to wait too long for claim approval.,1,Yes,Yes,No
FDB90945,CUST10873,2020-09-25,I'm not happy with the premium charged.,2,Yes,No,No
FDB90946,CUST10812,2020-02-04,Smooth experience with no issues.,4,Yes,No,No
FDB90947,CUST11461,2021-01-28,Smooth experience with no issues.,4,Yes,No,No
FDB90948,,2021-11-22,Excellent customer service support.,5,No,No,Yes
FDB90949,,2022-04-07,Excellent customer service support.,4,Yes,Yes,Yes
FDB90950,,2022-09-22,Need more clarity on policy coverage.,1,No,Yes,Yes
FDB90951,CUST10363,2020-09-12,Smooth experience with no issues.,4,Yes,No,No
FDB90952,CUST11195,2023-01-03,I'm not happy with the premium charged.,3,Yes,Yes,No
FDB90953,CUST10601,2020-07-24,I'm not happy with the premium charged.,3,No,No,No
FDB90954,CUST11967,2022-06-03,Smooth experience with no issues.,5,Yes,Yes,No
FDB90955,,2021-08-20,Excellent customer service support.,5,No,Yes,Yes
FDB90956,,2022-05-18,The agent was helpful and explained everything.,5,No,Yes,Yes
FDB90957,,2022-10-03,Had to wait too long for claim approval.,2,No,No,Yes
FDB90958,CUST11393,2022-02-13,Claim process could be faster.,3,No,No,No
FDB90959,,2022-06-05,Excellent customer service support.,4,No,Yes,Yes
FDB90960,CUST11867,2022-08-26,Had to wait too long for claim approval.,1,No,No,No
FDB90961,,2023-01-20,Excellent customer service support.,5,Yes,No,Yes
FDB90962,CUST10216,2022-08-16,Smooth experience with no issues.,5,No,Yes,No
FDB90963,CUST10089,2022-07-15,Smooth experience with no issues.,5,Yes,Yes,No
FDB90964,,2021-01-27,Very satisfied with the claim process.,4,No,No,Yes
FDB90965,CUST10781,2022-01-11,The mobile app experience was intuitive.,3,Yes,Yes,No
FDB90966,,2020-09-21,I'm not happy with the premium charged.,2,No,Yes,Yes
FDB90967,CUST10747,2022-05-09,Very satisfied with the claim process.,5,No,Yes,No
FDB90968,CUST11296,2020-05-16,Need more clarity on policy coverage.,1,No,Yes,No
FDB90969,CUST11777,2020-10-02,Need more clarity on policy coverage.,2,No,No,No
FDB90970,CUST11092,2023-02-01,Frustrated with repeated documentation requests.,3,Yes,Yes,No
FDB90971,CUST11324,2020-04-10,Very satisfied with the claim process.,4,Yes,Yes,No
FDB90972,,2021-02-15,Smooth experience with no issues.,4,Yes,No,Yes
FDB90973,CUST10707,2020-02-06,Frustrated with repeated documentation requests.,3,Yes,Yes,No
FDB90974,CUST11594,2022-01-08,Had to wait too long for claim approval.,1,Yes,Yes,No
FDB90975,CUST10601,2023-01-17,I'm not happy with the premium charged.,3,No,Yes,No
FDB90976,CUST12457,2022-01-28,Claim process could be faster.,3,No,Yes,No
FDB90977,CUST10259,2022-09-21,Excellent customer service support.,4,Yes,Yes,No
FDB90978,,2021-02-13,Very satisfied with the claim process.,5,Yes,No,Yes
FDB90979,CUST11067,2023-01-17,Smooth experience with no issues.,5,Yes,No,No
FDB90980,CUST11315,2022-02-20,Excellent customer service support.,5,No,No,No
FDB90981,,2023-09-24,Had to wait too long for claim approval.,1,No,No,Yes
FDB90982,,2021-12-13,The agent was helpful and explained everything.,5,Yes,Yes,Yes
FDB90983,CUST11802,2021-05-27,Excellent customer service support.,5,No,Yes,No
FDB90984,,2021-07-12,Frustrated with repeated documentation requests.,1,Yes,Yes,Yes
FDB90985,CUST10841,2022-01-14,Smooth experience with no issues.,4,Yes,Yes,No
FDB90986,CUST12465,2022-06-17,The mobile app experience was intuitive.,4,No,Yes,No
FDB90987,,2023-03-08,Very satisfied with the claim process.,4,No,No,Yes
FDB90988,CUST10684,2022-04-13,Need more clarity on policy coverage.,1,Yes,No,No
FDB90989,,2021-05-06,Frustrated with repeated documentation requests.,2,Yes,Yes,Yes
FDB90990,,2021-10-25,Had to wait too long for claim approval.,1,No,Yes,Yes
FDB90991,,2020-04-05,I'm not happy with the premium charged.,2,No,Yes,Yes
FDB90992,CUST11879,2022-10-07,Very satisfied with the claim process.,4,No,Yes,No
FDB90993,CUST11749,2023-07-14,Had to wait too long for claim approval.,1,No,Yes,No
FDB90994,CUST12003,2022-08-20,Frustrated with repeated documentation requests.,1,Yes,No,No
FDB90995,,2021-05-10,Excellent customer service support.,4,Yes,No,Yes
FDB90996,CUST10113,2022-06-10,Claim process could be faster.,3,Yes,No,No
FDB90997,CUST10702,2021-07-04,Claim process could be faster.,2,No,No,No
FDB90998,,2021-11-20,Very satisfied with the claim process.,4,No,Yes,Yes
FDB90999,CUST11520,2023-03-20,The agent was helpful and explained everything.,5,Yes,No,No
